 TIME AND WATER SATURATIONS
   TIME   SW( 1)  SW( 2)  SW( 3)  SW( 4)  SW( 5)  SW( 6)  SW( 7)  SW( 8)  SW( 9)  SW(10)  SW(11)  SW(12)  SW(13)  SW(14)  SW(15)  SW(16)  SW(17)  SW(18)  SW(19)  SW(20)  SW(21)  SW(22)  SW(23)  SW(24)  SW(25)  SW(26)  SW(27)  SW(28)  SW(29)  SW(30)  SW(31)  SW(32)  SW(33)  SW(34)  SW(35)  SW(36)  SW(37)  SW(38)  SW(39)  SW(40)  SW(41)  SW(42)  SW(44)  SW(44)  SW(45)  SW(46)  SW(47)  SW(48)  SW(49)  SW(50)  
  103.00  0.7979  0.7903  0.7765  0.7612  0.7498  0.7394  0.7237  0.7036  0.6673  0.4312  0.2031  0.1998  0.1998  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  104.00  0.7980  0.7906  0.7771  0.7619  0.7503  0.7403  0.7251  0.7054  0.6730  0.4673  0.2051  0.1998  0.1998  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  105.00  0.7981  0.7909  0.7777  0.7625  0.7507  0.7411  0.7264  0.7072  0.6779  0.5034  0.2081  0.1999  0.1998  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  106.00  0.7982  0.7912  0.7782  0.7632  0.7512  0.7419  0.7277  0.7089  0.6820  0.5383  0.2130  0.1999  0.1998  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  107.00  0.7983  0.7915  0.7788  0.7638  0.7517  0.7427  0.7289  0.7105  0.6857  0.5682  0.2237  0.1999  0.1998  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  108.00  0.7983  0.7918  0.7793  0.7644  0.7523  0.7434  0.7301  0.7122  0.6889  0.5926  0.2405  0.2000  0.1998  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  109.00  0.7984  0.7920  0.7798  0.7650  0.7528  0.7440  0.7313  0.7138  0.6917  0.6114  0.2634  0.2001  0.1998  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  110.00  0.7985  0.7923  0.7803  0.7657  0.7533  0.7447  0.7324  0.7153  0.6942  0.6264  0.2904  0.2003  0.1998  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  111.00  0.7985  0.7926  0.7808  0.7663  0.7538  0.7453  0.7334  0.7168  0.6964  0.6390  0.3201  0.2005  0.1998  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  112.00  0.7986  0.7928  0.7813  0.7669  0.7543  0.7458  0.7344  0.7183  0.6985  0.6495  0.3522  0.2009  0.1998  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  113.00  0.7987  0.7930  0.7818  0.7675  0.7549  0.7464  0.7354  0.7197  0.7003  0.6581  0.3861  0.2016  0.1998  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  114.00  0.7987  0.7933  0.7822  0.7681  0.7554  0.7469  0.7364  0.7211  0.7021  0.6652  0.4214  0.2028  0.1998  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  115.00  0.7988  0.7935  0.7827  0.7687  0.7559  0.7474  0.7373  0.7224  0.7038  0.6712  0.4573  0.2045  0.1998  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  116.00  0.7988  0.7937  0.7832  0.7693  0.7565  0.7478  0.7381  0.7237  0.7054  0.6762  0.4935  0.2071  0.1999  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  117.00  0.7989  0.7939  0.7836  0.7698  0.7570  0.7483  0.7390  0.7250  0.7071  0.6805  0.5290  0.2112  0.1999  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  118.00  0.7989  0.7941  0.7840  0.7704  0.7575  0.7487  0.7398  0.7262  0.7087  0.6842  0.5602  0.2203  0.1999  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  119.00  0.7990  0.7943  0.7844  0.7710  0.7581  0.7492  0.7405  0.7274  0.7102  0.6875  0.5862  0.2353  0.2000  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  120.00  0.7990  0.7945  0.7849  0.7716  0.7586  0.7496  0.7413  0.7285  0.7117  0.6903  0.6065  0.2565  0.2001  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  121.00  0.7991  0.7947  0.7853  0.7721  0.7592  0.7500  0.7420  0.7296  0.7132  0.6929  0.6222  0.2825  0.2002  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  122.00  0.7991  0.7949  0.7857  0.7727  0.7597  0.7504  0.7427  0.7307  0.7147  0.6951  0.6354  0.3115  0.2004  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  123.00  0.7991  0.7951  0.7860  0.7732  0.7603  0.7508  0.7433  0.7317  0.7161  0.6972  0.6464  0.3429  0.2008  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  124.00  0.7992  0.7952  0.7864  0.7737  0.7608  0.7512  0.7439  0.7327  0.7175  0.6991  0.6554  0.3763  0.2014  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  125.00  0.7992  0.7954  0.7868  0.7743  0.7613  0.7516  0.7445  0.7337  0.7188  0.7008  0.6629  0.4111  0.2024  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  126.00  0.7992  0.7956  0.7871  0.7748  0.7619  0.7520  0.7450  0.7346  0.7201  0.7024  0.6692  0.4469  0.2039  0.1998  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  127.00  0.7993  0.7957  0.7875  0.7753  0.7624  0.7524  0.7455  0.7355  0.7214  0.7040  0.6745  0.4830  0.2062  0.1999  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  128.00  0.7993  0.7959  0.7878  0.7758  0.7630  0.7528  0.7460  0.7364  0.7226  0.7055  0.6789  0.5187  0.2098  0.1999  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  129.00  0.7993  0.7960  0.7882  0.7763  0.7635  0.7533  0.7465  0.7372  0.7238  0.7071  0.6828  0.5513  0.2173  0.1999  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  130.00  0.7994  0.7961  0.7885  0.7768  0.7641  0.7537  0.7469  0.7380  0.7250  0.7085  0.6861  0.5791  0.2303  0.1999  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  131.00  0.7994  0.7963  0.7888  0.7773  0.7646  0.7541  0.7473  0.7388  0.7261  0.7100  0.6890  0.6009  0.2496  0.2000  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  132.00  0.7994  0.7964  0.7891  0.7778  0.7651  0.7546  0.7477  0.7395  0.7272  0.7114  0.6916  0.6175  0.2747  0.2002  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  133.00  0.7994  0.7965  0.7894  0.7783  0.7657  0.7550  0.7481  0.7402  0.7283  0.7128  0.6939  0.6314  0.3028  0.2004  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  134.00  0.7995  0.7967  0.7897  0.7787  0.7662  0.7555  0.7485  0.7409  0.7293  0.7142  0.6960  0.6430  0.3334  0.2007  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  135.00  0.7995  0.7968  0.7900  0.7792  0.7667  0.7559  0.7489  0.7416  0.7303  0.7155  0.6979  0.6525  0.3662  0.2012  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  136.00  0.7995  0.7969  0.7903  0.7796  0.7672  0.7564  0.7492  0.7422  0.7313  0.7168  0.6996  0.6604  0.4006  0.2021  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  137.00  0.7995  0.7970  0.7906  0.7801  0.7677  0.7568  0.7495  0.7428  0.7322  0.7181  0.7012  0.6671  0.4361  0.2034  0.1998  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  138.00  0.7995  0.7971  0.7908  0.7805  0.7683  0.7573  0.7499  0.7434  0.7332  0.7194  0.7027  0.6726  0.4721  0.2054  0.1999  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  139.00  0.7996  0.7972  0.7911  0.7809  0.7688  0.7578  0.7502  0.7439  0.7340  0.7206  0.7042  0.6773  0.5079  0.2086  0.1999  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  140.00  0.7996  0.7973  0.7913  0.7814  0.7693  0.7582  0.7505  0.7444  0.7349  0.7218  0.7057  0.6813  0.5420  0.2143  0.1999  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  141.00  0.7996  0.7974  0.7916  0.7818  0.7698  0.7587  0.7508  0.7449  0.7357  0.7229  0.7071  0.6847  0.5711  0.2256  0.1999  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  142.00  0.7996  0.7975  0.7918  0.7822  0.7703  0.7592  0.7512  0.7454  0.7365  0.7240  0.7085  0.6878  0.5947  0.2431  0.2000  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  143.00  0.7996  0.7976  0.7921  0.7826  0.7708  0.7596  0.7515  0.7459  0.7373  0.7251  0.7099  0.6904  0.6127  0.2665  0.2001  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  144.00  0.7997  0.7977  0.7923  0.7830  0.7713  0.7601  0.7519  0.7463  0.7380  0.7262  0.7112  0.6928  0.6273  0.2937  0.2003  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  145.00  0.7997  0.7977  0.7925  0.7834  0.7718  0.7606  0.7522  0.7467  0.7387  0.7272  0.7126  0.6949  0.6395  0.3236  0.2006  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  146.00  0.7997  0.7978  0.7927  0.7838  0.7723  0.7610  0.7526  0.7470  0.7394  0.7282  0.7139  0.6968  0.6496  0.3557  0.2010  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  147.00  0.7997  0.7979  0.7930  0.7841  0.7727  0.7615  0.7529  0.7474  0.7401  0.7292  0.7151  0.6985  0.6580  0.3897  0.2017  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  148.00  0.7997  0.7980  0.7932  0.7845  0.7732  0.7620  0.7533  0.7478  0.7407  0.7301  0.7164  0.7001  0.6649  0.4248  0.2029  0.1998  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  149.00  0.7997  0.7981  0.7934  0.7849  0.7737  0.7624  0.7536  0.7481  0.7413  0.7310  0.7176  0.7016  0.6707  0.4607  0.2047  0.1999  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  150.00  0.7997  0.7981  0.7936  0.7852  0.7742  0.7629  0.7540  0.7484  0.7419  0.7319  0.7188  0.7030  0.6756  0.4966  0.2074  0.1999  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  151.00  0.7997  0.7982  0.7937  0.7856  0.7746  0.7634  0.7544  0.7487  0.7424  0.7328  0.7199  0.7044  0.6798  0.5318  0.2117  0.1999  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  152.00  0.7998  0.7983  0.7939  0.7859  0.7751  0.7639  0.7548  0.7490  0.7430  0.7336  0.7211  0.7058  0.6834  0.5625  0.2213  0.1999  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  153.00  0.7998  0.7983  0.7941  0.7862  0.7755  0.7643  0.7552  0.7493  0.7435  0.7344  0.7222  0.7072  0.6865  0.5878  0.2368  0.2000  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  154.00  0.7998  0.7984  0.7943  0.7866  0.7760  0.7648  0.7555  0.7496  0.7440  0.7352  0.7232  0.7085  0.6893  0.6075  0.2584  0.2001  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  155.00  0.7998  0.7984  0.7945  0.7869  0.7764  0.7653  0.7559  0.7498  0.7445  0.7360  0.7243  0.7098  0.6917  0.6229  0.2846  0.2002  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
