TIME,WBHP:A-35,WBHP:A-17,WBHP:A-13,WBHP:A-39A,WBHP:A-2AH,WBHP:A-5H,WBHP:A-10,WBHP:A-38,WBHP:A-1H,WGIR:A-35,WGIR:A-17,WGIR:A-13,WGIR:A-39A,WGIR:A-2AH,WGIR:A-5H,WGIR:A-10,WGIR:A-38,WGIR:A-1H,WGOR:A-35,WGOR:A-17,WGOR:A-13,WGOR:A-39A,WGOR:A-2AH,WGOR:A-5H,WGOR:A-10,WGOR:A-38,WGOR:A-1H,WGPT:A-35,WGPT:A-17,WGPT:A-13,WGPT:A-39A,WGPT:A-2AH,WGPT:A-5H,WGPT:A-10,WGPT:A-38,WGPT:A-1H,WGPR:A-35,WGPR:A-17,WGPR:A-13,WGPR:A-39A,WGPR:A-2AH,WGPR:A-5H,WGPR:A-10,WGPR:A-38,WGPR:A-1H,WOPT:A-35,WOPT:A-17,WOPT:A-13,WOPT:A-39A,WOPT:A-2AH,WOPT:A-5H,WOPT:A-10,WOPT:A-38,WOPT:A-1H,WOPR:A-35,WOPR:A-17,WOPR:A-13,WOPR:A-39A,WOPR:A-2AH,WOPR:A-5H,WOPR:A-10,WOPR:A-38,WOPR:A-1H,WPI1:A-35,WPI1:A-17,WPI1:A-13,WPI1:A-39A,WPI1:A-2AH,WPI1:A-5H,WPI1:A-10,WPI1:A-38,WPI1:A-1H,WWCT:A-35,WWCT:A-17,WWCT:A-13,WWCT:A-39A,WWCT:A-2AH,WWCT:A-5H,WWCT:A-10,WWCT:A-38,WWCT:A-1H,
2162.00,0,260.314,0,0,229.961,291.536,0,275.631,262.075,0,0,0,0,0,0,0,0,0,0,100.366,0,0,99.3659,0,0,0,94.5896,0,7.35223e+07,1.26107e+07,0,1.71335e+08,0,6.80809e+07,0,3.85397e+08,0,28066.1,0,0,27758.1,0,0,0,67144.7,0,724531,127379,0,1.6884e+06,0,671258,0,3.94518e+06,0,279.638,0,0,279.353,0,0,0,709.852,0,39.6645,0,0,10.6207,523.908,0,0,130.634,0,0.598586,0,0,0.879035,0,0,0,0.397398,
2192.00,0,261.787,0,0,264.854,304.297,0,281.139,229.888,0,0,0,0,0,0,0,0,0,0,100.394,0,0,98.691,0,0,0,94.8289,0,7.44786e+07,1.26107e+07,0,1.71538e+08,0,6.80809e+07,0,3.89526e+08,0,31452.2,0,0,6727.34,0,0,0,122560,0,734057,127379,0,1.69046e+06,0,671258,0,3.98879e+06,0,313.289,0,0,68.1657,0,0,0,1292.43,0,38.4802,0,0,9.70232,526.669,0,13736.4,57.2338,0,0.611115,0,0,0.890764,0,0,0,0.618023,
2223.00,0,260.681,0,255.49,0,294.557,0,281.689,225.191,0,0,0,0,0,0,0,0,0,0,100.401,0,102.754,0,0,0,0,95.1419,0,7.54862e+07,1.26107e+07,219893,1.71538e+08,0,6.80809e+07,0,3.93033e+08,0,32111.7,0,7181.75,0,0,0,0,106573,0,744094,127379,2181.33,1.69046e+06,0,671258,0,4.02571e+06,0,319.835,0,69.8924,0,0,0,0,1120.15,0,37.5594,0,24.5108,0,527.604,0,12939,45.4598,0,0.622794,0,0.00278092,0,0,0,0,0.683988,
2254.00,0,266.513,0,257.481,0,307.045,0,284.917,230.404,0,0,0,0,0,0,0,0,0,0,100.421,0,102.77,0,0,0,0,95.4076,0,7.63071e+07,1.26107e+07,442414,1.71538e+08,0,6.80809e+07,0,3.95926e+08,0,26193.5,0,7129.11,0,0,0,0,89419.4,0,752269,127379,4337.29,1.69046e+06,0,671258,0,4.05608e+06,0,260.838,0,69.3693,0,0,0,0,937.236,0,36.1268,0,21.1894,0,528.414,0,11549.7,41.5868,0,0.637387,0,0.0118792,0,0,0,0,0.715415,
2282.00,0,268.209,0,251.145,0,309.898,0,285.631,236.866,0,0,0,0,0,0,0,0,0,0,100.422,0,100.2,0,0,0,0,95.7003,0,7.70858e+07,1.26107e+07,1.13252e+06,1.71538e+08,0,6.80809e+07,0,3.98107e+08,0,27393,0,24359.1,0,0,0,0,75179,0,760024,127379,11171.3,1.69046e+06,0,671258,0,4.07889e+06,0,272.78,0,243.105,0,0,0,0,785.568,0,34.9291,0,22.1542,0,528.896,0,10799,39.4221,0,0.650223,0,0.0238,0,0,0,0,0.736367,
2313.00,0,265.795,0,181.377,0,310.117,0,285.475,214.155,0,0,0,0,0,0,0,0,0,0,100.418,0,144.752,0,0,0,0,103.408,0,7.80233e+07,1.26107e+07,5.97762e+06,1.71538e+08,0,6.80809e+07,0,4.01153e+08,0,29635.4,0,175595,0,0,0,0,97127.8,0,769359,127379,52012.2,1.69046e+06,0,671258,0,4.10964e+06,0,295.121,0,1213.07,0,0,0,0,939.267,0,33.1961,0,20.082,0,529.689,0,11758.2,33.1885,0,0.668411,0,0.0483647,0,0,0,0,0.775621,
2343.00,0,259.242,0,148.533,0,281.924,0,279.827,238.541,0,0,0,0,0,0,0,0,0,0,100.4,0,104.833,0,0,0,0,96.4054,0,7.8853e+07,1.26107e+07,1.05922e+07,1.71538e+08,0,6.80809e+07,0,4.02587e+08,0,27603.2,0,134172,0,0,0,0,47797.8,0,777623,127379,90251.7,1.69046e+06,0,671258,0,4.12464e+06,0,274.932,0,1279.86,0,0,0,0,495.801,0,33.1722,0,13.9328,0,532.591,0,12052,38.1947,0,0.669082,0,0.118923,0,0,0,0,0.745611,
2374.00,0,257.844,0,109.934,0,0,0,342.666,231.383,0,0,0,0,0,0,0,0,0,0,100.428,0,106.113,0,0,0,0,96.0177,0,7.96632e+07,1.26107e+07,1.50367e+07,1.71538e+08,0,6.80809e+07,0,4.04555e+08,0,25900.5,0,131826,0,0,0,0,62795.8,0,785691,127379,130430,1.69046e+06,0,671258,0,4.1449e+06,0,257.902,0,1242.32,0,0,0,0,654.002,0,32.1473,0,9.90132,0,0,0,12080.1,34.7331,0,0.676606,0,0.258038,0,0,0,0,0.770113,
2404.00,0,260.813,0,141.119,0,0,0,342.993,235.91,0,0,0,0,0,0,0,0,0,0,100.449,0,100.317,0,0,0,0,96.5638,0,8.04189e+07,1.26107e+07,1.7828e+07,1.71538e+08,0,6.80809e+07,0,4.064e+08,0,24870.7,0,89811.7,0,0,0,0,60571.6,0,793215,127379,158164,1.69046e+06,0,671258,0,4.16405e+06,0,247.595,0,895.282,0,0,0,0,627.27,0,31.0946,0,8.77366,0,0,0,12220.3,33.3239,0,0.685415,0,0.323705,0,0,0,0,0.780416,
2435.00,0,256.336,0,94.7537,0,0,0,356.915,227.937,0,0,0,0,0,0,0,0,0,0,100.448,0,103.095,0,0,0,0,96.8207,0,8.14745e+07,1.26107e+07,2.16305e+07,1.71538e+08,0,6.80809e+07,0,4.08576e+08,0,32861.4,0,117985,0,0,0,0,68315.2,0,803724,127379,194339,1.69046e+06,0,671258,0,4.1865e+06,0,327.149,0,1144.43,0,0,0,0,705.585,0,29.029,0,8.1023,0,0,0,12532.6,29.6229,0,0.70741,0,0.360756,0,0,0,0,0.803387,
2466.00,0,257.743,0,91.3928,0,0,0,352.166,223.781,0,0,0,0,0,0,0,0,0,0,100.439,0,100.736,0,0,0,0,97.308,0,8.24517e+07,1.26107e+07,2.51512e+07,1.71538e+08,0,6.80809e+07,0,4.10767e+08,0,30903.7,0,110726,0,0,0,0,69157.8,0,813453,127379,228910,1.69046e+06,0,671258,0,4.20899e+06,0,307.685,0,1099.17,0,0,0,0,710.71,0,27.4953,0,7.66811,0,0,0,12832,27.3426,0,0.723428,0,0.390604,0,0,0,0,0.817313,
2496.00,0,257.435,0,91.691,0,0,0,333.655,266.489,0,0,0,0,0,0,0,0,0,0,100.426,0,99.0117,0,0,0,0,99.3308,0,8.33769e+07,1.26107e+07,2.83834e+07,1.71538e+08,0,6.80809e+07,0,4.11633e+08,0,30529.6,0,103700,0,0,0,0,28230.8,0,822666,127379,261589,1.69046e+06,0,671258,0,4.2177e+06,0,303.999,0,1047.35,0,0,0,0,284.21,0,26.6616,0,6.83127,0,0,0,12980,67.2205,0,0.730747,0,0.457076,0,0,0,0,0.606098,
2527.00,0,257.411,0,80.6085,0,0,0,317.654,0,0,0,0,0,0,0,0,0,0,0,100.411,0,100.041,0,0,0,0,0,0,8.42966e+07,1.26107e+07,3.17921e+07,1.71538e+08,0,6.80809e+07,0,4.11633e+08,0,29611.6,0,107393,0,0,0,0,0,0,831824,127379,295543,1.69046e+06,0,671258,0,4.2177e+06,0,294.905,0,1073.49,0,0,0,0,0,0,26.2053,0,6.43405,0,0,0,13096.3,0,0,0.733031,0,0.489268,0,0,0,0,0,
2557.00,0,258.036,0,125.582,0,0,0,315.523,0,0,0,0,0,0,0,0,0,0,0,100.394,0,96.3169,0,0,0,0,0,0,8.51699e+07,1.26107e+07,3.41421e+07,1.71538e+08,0,6.80809e+07,0,4.11633e+08,0,29096.3,0,76700.2,0,0,0,0,0,0,840522,127379,319808,1.69046e+06,0,671258,0,4.2177e+06,0,289.821,0,796.332,0,0,0,0,0,0,25.9599,0,6.12422,0,0,0,13206.8,0,0,0.733431,0,0.517392,0,0,0,0,0,
2588.00,0,258.726,0,114.18,0,0,0,318.401,0,0,0,0,0,0,0,0,0,0,0,100.382,0,96.606,0,0,0,0,0,0,8.60612e+07,1.26107e+07,3.66939e+07,1.71538e+08,0,6.80809e+07,0,4.11633e+08,0,28703.1,0,80761.2,0,0,0,0,0,0,849401,127379,346154,1.69046e+06,0,671258,0,4.2177e+06,0,285.938,0,835.986,0,0,0,0,0,0,25.6642,0,5.94387,0,0,0,13332.4,0,0,0.734677,0,0.533146,0,0,0,0,0,
2619.00,0,259.976,0,122.491,0,0,0,313.093,0,0,0,0,0,0,0,0,0,0,0,100.373,0,96.4305,0,0,0,0,0,0,8.69088e+07,1.26107e+07,3.90082e+07,1.71538e+08,0,6.80809e+07,0,4.11633e+08,0,27409.5,0,73771.3,0,0,0,0,0,0,857845,127379,370228,1.69046e+06,0,671258,0,4.2177e+06,0,273.076,0,765.021,0,0,0,0,0,0,25.5547,0,5.71803,0,0,0,13439.6,0,0,0.734138,0,0.55301,0,0,0,0,0,
2647.00,0,270.991,0,99.6341,0,0,0,317.669,0,0,0,0,0,0,0,0,0,0,0,100.388,0,97.864,0,0,0,0,0,0,8.73341e+07,1.26107e+07,4.14066e+07,1.71538e+08,0,6.80809e+07,0,4.11633e+08,0,15397.3,0,84253.6,0,0,0,0,0,0,862081,127379,394658,1.69046e+06,0,671258,0,4.2177e+06,0,153.377,0,860.926,0,0,0,0,0,0,25.2766,0,5.60212,0,0,0,13530.2,0,0,0.736042,0,0.56319,0,0,0,0,0,
2678.00,0,263.607,0,87.0145,0,0,0,315.137,0,0,0,0,0,0,0,0,0,0,0,100.372,0,100.035,0,0,0,0,0,0,8.81023e+07,1.26107e+07,4.42068e+07,1.71538e+08,0,6.80809e+07,0,4.11633e+08,0,24661.6,0,89234.7,0,0,0,0,0,0,869735,127379,422651,1.69046e+06,0,671258,0,4.2177e+06,0,245.701,0,892.036,0,0,0,0,0,0,25.6136,0,5.44326,0,0,0,13631.5,0,0,0.730773,0,0.575754,0,0,0,0,0,
2708.00,0,264.769,0,82.446,0,0,0,319.383,0,0,0,0,0,0,0,0,0,0,0,100.372,0,100.492,0,0,0,0,0,0,8.87964e+07,1.26107e+07,4.69249e+07,1.71538e+08,0,6.80809e+07,0,4.11633e+08,0,23059.3,0,89582.3,0,0,0,0,0,0,876650,127379,449686,1.69046e+06,0,671258,0,4.2177e+06,0,229.739,0,891.435,0,0,0,0,0,0,25.288,0,5.31039,0,0,0,13722.4,0,0,0.733892,0,0.586776,0,0,0,0,0,
2731.00,0,264.236,0,120.924,0,0,0,313.874,0,0,0,0,0,0,0,0,0,0,0,100.369,0,97.5642,0,0,0,0,0,0,8.93475e+07,1.26107e+07,4.85041e+07,1.71538e+08,0,6.80809e+07,0,4.11633e+08,0,23913.4,0,68172.7,0,0,0,0,0,0,882140,127379,465894,1.69046e+06,0,671258,0,4.2177e+06,0,238.255,0,698.747,0,0,0,0,0,0,25.1738,0,5.15741,0,0,0,13786.1,0,0,0.734702,0,0.602279,0,0,0,0,0,
2739.00,0,264.217,0,121.162,0,0,0,313.78,0,0,0,0,0,0,0,0,0,0,0,100.37,0,97.6922,0,0,0,0,0,0,8.95386e+07,1.26107e+07,4.90495e+07,1.71538e+08,0,6.80809e+07,0,4.11633e+08,0,23887.6,0,68141.1,0,0,0,0,0,0,884045,127379,471476,1.69046e+06,0,671258,0,4.2177e+06,0,237.996,0,697.508,0,0,0,0,0,0,25.1335,0,5.14917,0,0,0,13800.4,0,0,0.735008,0,0.602974,0,0,0,0,0,
2769.00,0,262.253,0,1.013,0,293.192,0,319.091,0,0,0,0,0,0,0,0,0,0,0,100.376,0,116.148,0,0,0,0,0,0,9.03047e+07,1.26107e+07,5.07978e+07,1.71538e+08,0,6.80809e+07,0,4.11633e+08,0,25371.2,0,54316.8,0,0,0,0,0,0,891677,127379,485772,1.69046e+06,0,671258,0,4.2177e+06,0,252.762,0,467.653,0,0,0,0,0,0,24.8313,0,1.95059,0,0,0,13837.8,0,0,0.737979,0,0.533635,0,0,0,0,0,
2800.00,0,263.066,0,1.013,0,286.113,0,310.75,0,0,0,0,0,0,0,0,0,0,0,100.381,0,112.584,0,103.157,0,0,0,0,9.10568e+07,1.26107e+07,5.24281e+07,1.71538e+08,1.57982e+06,6.80809e+07,0,4.11633e+08,0,24264.3,0,51694.9,0,50959.3,0,0,0,0,899170,127379,500096,1.69046e+06,15313.7,671258,0,4.2177e+06,0,241.721,0,459.169,0,493.998,0,0,0,0,24.6267,0,1.92478,0,0.0305031,0,13880.1,0,0,0.739502,0,0.54082,0,4.81764e-05,0,0,0,
2831.00,0,275.132,0,123.969,0,280.296,0,299.613,0,0,0,0,0,0,0,0,0,0,0,100.399,0,95.3039,0,103.114,0,0,0,0,9.14013e+07,1.26107e+07,5.31794e+07,1.71538e+08,3.82629e+06,6.80809e+07,0,4.11633e+08,0,11440.9,0,24245.6,0,72452.6,0,0,0,0,902600,127379,507958,1.69046e+06,37093.9,671258,0,4.2177e+06,0,113.955,0,254.403,0,702.645,0,0,0,0,24.7259,0,1.91337,0,0.0379537,0,13881.6,0,0,0.737677,0,0.551844,0,5.96588e-05,0,0,0,
2861.00,0,266.097,0,22.7348,0,269.525,0,311.42,0,0,0,0,0,0,0,0,0,0,0,100.407,0,107.056,0,103.008,0,0,0,0,9.20369e+07,1.26107e+07,5.45333e+07,1.71538e+08,7.9962e+06,6.80809e+07,0,4.11633e+08,0,21186.1,0,45810.1,0,138938,0,0,0,0,908932,127379,520908,1.69046e+06,77550.8,671258,0,4.2177e+06,0,211.002,0,427.909,0,1348.81,0,0,0,0,25.5275,0,1.94536,0,0.0524532,0,13915.4,0,0,0.726735,0,0.54109,0,8.17976e-05,0,0,0,
2892.00,0,262.418,0,1.013,0,265.101,0,308.643,0,0,0,0,0,0,0,0,0,0,0,100.415,0,112.152,0,103.197,0,0,0,0,9.27572e+07,1.26107e+07,5.61517e+07,1.71538e+08,1.25242e+07,6.80809e+07,0,4.11633e+08,0,23182.9,0,51260.3,0,146113,0,0,0,0,916105,127379,535171,1.69046e+06,121450,671258,0,4.2177e+06,0,230.871,0,457.062,0,1415.87,0,0,0,0,25.4319,0,1.93296,0,0.0589018,0,13947.9,0,0,0.727217,0,0.543282,0,9.17795e-05,0,0,0,
2922.00,0,258.737,0,10.3406,0,261.393,0,310.842,0,0,0,0,0,0,0,0,0,0,0,100.427,0,109.562,0,103.249,0,0,0,0,9.35289e+07,1.26107e+07,5.7589e+07,1.71538e+08,1.72103e+07,6.80809e+07,0,4.11633e+08,0,25663.9,0,47983,0,156141,0,0,0,0,923790,127379,548327,1.69046e+06,166810,671258,0,4.2177e+06,0,255.547,0,437.955,0,1512.27,0,0,0,0,25.3245,0,1.93209,0,0.0648111,0,13999.9,0,0,0.727923,0,0.544702,0,0.000101095,0,0,0,
2953.00,0,259.081,0,1.013,0,258.349,0,309.497,0,0,0,0,0,0,0,0,0,0,0,100.454,0,110.139,0,103.167,0,0,0,0,9.42599e+07,1.26107e+07,5.9146e+07,1.71538e+08,2.22417e+07,6.80809e+07,0,4.11633e+08,0,23735.5,0,49646.1,0,162093,0,0,0,0,931067,127379,562338,1.69046e+06,215488,671258,0,4.2177e+06,0,236.282,0,450.758,0,1571.17,0,0,0,0,25.431,0,1.92988,0,0.0700182,0,14039.7,0,0,0.725583,0,0.545136,0,0.000109503,0,0,0,
2984.00,0,257.87,0,1.013,0,255.683,0,314.826,0,0,0,0,0,0,0,0,0,0,0,100.489,0,107.776,0,102.999,0,0,0,0,9.50257e+07,1.26107e+07,6.06626e+07,1.71538e+08,2.7536e+07,6.80809e+07,0,4.11633e+08,0,24801.2,0,48417.2,0,170116,0,0,0,0,938690,127379,576280,1.69046e+06,266597,671258,0,4.2177e+06,0,246.805,0,449.241,0,1651.63,0,0,0,0,25.6042,0,1.92762,0,0.0746332,0,14102.4,0,0,0.722249,0,0.547084,0,0.000117103,0,0,0,
3012.00,0,262.852,0,176.716,0,256.054,0,309.048,0,0,0,0,0,0,0,0,0,0,0,100.525,0,97.1259,0,100.709,0,0,0,0,9.56009e+07,1.26107e+07,6.17123e+07,1.71538e+08,3.17196e+07,6.80809e+07,0,4.11633e+08,0,20718.6,0,49033.5,0,149434,0,0,0,0,944412,127379,587064,1.69046e+06,308146,671258,0,4.2177e+06,0,206.104,0,504.845,0,1483.82,0,0,0,0,25.7985,0,5.77526,0,0.074072,0,14143.4,0,0,0.718754,0,0.545746,0,0.000115901,0,0,0,
3043.00,0,260.305,0,171.835,0,255.231,0,310.749,0,0,0,0,0,0,0,0,0,0,0,100.554,0,96.5095,0,100.667,0,0,0,0,9.6339e+07,1.26107e+07,6.3288e+07,1.71538e+08,3.63516e+07,6.80809e+07,0,4.11633e+08,0,23943.2,0,49694.9,0,149346,0,0,0,0,951753,127379,603356,1.69046e+06,354127,671258,0,4.2177e+06,0,238.114,0,514.922,0,1483.57,0,0,0,0,26.1541,0,5.64931,0,0.0756637,0,14197.9,0,0,0.71348,0,0.556382,0,0.000118555,0,0,0,
3073.00,0,259.671,0,173.271,0,253.055,0,304.539,0,0,0,0,0,0,0,0,0,0,0,100.574,0,96.5367,0,103.057,0,0,0,0,9.70453e+07,1.26107e+07,6.47322e+07,1.71538e+08,4.11646e+07,6.80809e+07,0,4.11633e+08,0,23720.3,0,48213,0,161027,0,0,0,0,958777,127379,618323,1.69046e+06,401081,671258,0,4.2177e+06,0,235.849,0,499.427,0,1562.51,0,0,0,0,26.514,0,5.6143,0,0.0802713,0,14227.3,0,0,0.708359,0,0.560101,0,0.00012656,0,0,0,
3104.00,0,258.126,0,172.274,0,250.826,0,300.498,0,0,0,0,0,0,0,0,0,0,0,100.589,0,96.8295,0,104.467,0,0,0,0,9.77797e+07,1.26107e+07,6.62339e+07,1.71538e+08,4.62704e+07,6.80809e+07,0,4.11633e+08,0,23869.7,0,48785.7,0,165128,0,0,0,0,966078,127379,633853,1.69046e+06,450140,671258,0,4.2177e+06,0,237.299,0,503.831,0,1580.67,0,0,0,0,26.9213,0,5.70516,0,0.0853203,0,14271,0,0,0.702743,0,0.553558,0,0.000135282,0,0,0,
3134.00,0,257.733,0,164.046,0,244.288,0,301.025,0,0,0,0,0,0,0,0,0,0,0,100.608,0,97.1129,0,114.009,0,0,0,0,9.84551e+07,1.26107e+07,6.78118e+07,1.71538e+08,5.29083e+07,6.80809e+07,0,4.11633e+08,0,22679.9,0,52726.5,0,221643,0,0,0,0,972792,127379,650122,1.69046e+06,508513,671258,0,4.2177e+06,0,225.427,0,542.941,0,1944.09,0,0,0,0,27.2966,0,5.77862,0,0.101511,0,14304.7,0,0,0.697639,0,0.548873,0,0.000164496,0,0,0,
3165.00,0,255.677,0,159.628,0,237.276,0,295.536,0,0,0,0,0,0,0,0,0,0,0,101.104,0,97.7537,0,121.463,0,0,0,0,9.91627e+07,1.26107e+07,6.94908e+07,1.71538e+08,6.11021e+07,6.80809e+07,0,4.11633e+08,0,23062.5,0,54448.7,0,265386,0,0,0,0,979816,127379,667381,1.69046e+06,576395,671258,0,4.2177e+06,0,228.107,0,556.999,0,2184.92,0,0,0,0,27.7131,0,5.81636,0,0.185648,0,14343.8,0,0,0.691992,0,0.546909,0,0.000308732,0,0,0,
3196.00,0,262.249,0,204.638,0,243.681,0,286.754,0,0,0,0,0,0,0,0,0,0,0,101.02,0,98.5412,0,96.056,0,0,0,0,9.95544e+07,1.26107e+07,7.04769e+07,1.71538e+08,6.50721e+07,6.80809e+07,0,4.11633e+08,0,12882,0,31627.6,0,127495,0,0,0,0,983689,127379,677330,1.69046e+06,617464,671258,0,4.2177e+06,0,127.52,0,320.958,0,1327.3,0,0,0,0,28.4628,0,5.66639,0,0.271485,0,14343,0,0,0.683269,0,0.560398,0,0.000438478,0,0,0,
3226.00,0,258.791,0,154.307,0,235.993,0,294.009,0,0,0,0,0,0,0,0,0,0,0,101.14,0,97.8865,0,116.994,0,0,0,0,1.00037e+08,1.26107e+07,7.21994e+07,1.71538e+08,7.18062e+07,6.80809e+07,0,4.11633e+08,0,16223.1,0,57112.2,0,226888,0,0,0,0,988455,127379,694813,1.69046e+06,675981,671258,0,4.2177e+06,0,160.402,0,583.453,0,1939.32,0,0,0,0,29.3372,0,5.95439,0,0.567945,0,14352.4,0,0,0.672231,0,0.535587,0,0.000975455,0,0,0,
3257.00,0,246.537,0,140.478,0,228.964,0,289.705,0,0,0,0,0,0,0,0,0,0,0,116.401,0,100.84,0,128.056,0,0,0,0,1.0106e+08,1.26107e+07,7.41679e+07,1.71538e+08,8.03916e+07,6.80809e+07,0,4.11633e+08,0,33388.1,0,63596.6,0,279296,0,0,0,0,997471,127379,714500,1.69046e+06,743990,671258,0,4.2177e+06,0,286.836,0,630.67,0,2181.05,0,0,0,0,28.6517,0,5.87556,0,1.80974,0,14441.4,0,0,0.677646,0,0.5419,0,0.00330244,0,0,0,
3287.00,266.931,250.017,0,140.214,0,225.226,0,287.886,0,0,0,0,0,0,0,0,0,0,97.6288,113.076,0,101.21,0,129.059,0,0,0,250949,1.01717e+08,1.26107e+07,7.6042e+07,1.71538e+08,8.85279e+07,6.80809e+07,0,4.11633e+08,8349.32,23158.5,0,62523,0,272493,0,0,0,2570.89,1.00361e+06,127379,733067,1.69046e+06,807529,671258,0,4.2177e+06,85.5211,204.805,0,617.757,0,2111.37,0,0,0,282.581,29.0256,0,5.84487,0,2.46588,0,14451.8,0,0.00544222,0.673085,0,0.544797,0,0.00461012,0,0,0,
3318.00,246.474,0,0,115.048,0,229.339,0,285.772,0,0,0,0,0,0,0,0,0,0,97.9754,0,0,103.937,0,106.961,0,0,0,2.99716e+06,1.01717e+08,1.26107e+07,7.8391e+07,1.71538e+08,9.36217e+07,6.80809e+07,0,4.11633e+08,74099.8,0,0,75840.2,0,163434,0,0,0,30696.2,1.00361e+06,127379,755760,1.69046e+06,854758,671258,0,4.2177e+06,756.311,0,0,729.673,0,1527.98,0,0,0,131.917,0,0,5.83702,0,2.31192,0,14503.6,0,0.373572,0,0,0.543414,0,0.00418493,0,0,0,
3341.00,242.252,0,0,156.212,0,228.74,0,290.773,0,0,0,0,0,0,0,0,0,0,99.8004,0,0,98.5493,0,107.674,0,0,0,4.63466e+06,1.01717e+08,1.26107e+07,7.95436e+07,1.71538e+08,9.74487e+07,6.80809e+07,0,4.11633e+08,65471.4,0,0,50461.3,0,166383,0,0,0,47165.6,1.00361e+06,127379,767653,1.69046e+06,890294,671258,0,4.2177e+06,656.023,0,0,512.041,0,1545.25,0,0,0,101.534,0,0,5.73299,0,2.18737,0,14494.3,0,0.516741,0,0,0.554772,0,0.00395249,0,0,0,
3349.00,241.584,0,0,156.339,0,228.523,0,290.845,0,0,0,0,0,0,0,0,0,0,99.6655,0,0,99.3203,0,107.542,0,0,0,5.13331e+06,1.01717e+08,1.26107e+07,7.99495e+07,1.71538e+08,9.87789e+07,6.80809e+07,0,4.11633e+08,61343.6,0,0,50823.8,0,166246,0,0,0,52166.5,1.00361e+06,127379,771746,1.69046e+06,902660,671258,0,4.2177e+06,615.495,0,0,511.716,0,1545.87,0,0,0,94.5122,0,0,5.73561,0,2.19461,0,14522.2,0,0.55002,0,0,0.554499,0,0.0039666,0,0,0,
3378.00,234.858,0,0,100.132,0,224.129,0,289.914,0,0,0,0,0,0,0,0,0,0,107.847,0,0,107.833,0,118.605,0,0,0,7.17747e+06,1.01717e+08,1.26107e+07,8.24416e+07,1.71538e+08,1.04919e+08,6.80809e+07,0,4.11633e+08,64289.2,0,0,84205.1,0,212689,0,0,0,71279.4,1.00361e+06,127379,794455,1.69046e+06,954873,671258,0,4.2177e+06,596.114,0,0,780.885,0,1793.25,0,0,0,72.7517,0,0,5.76339,0,3.38045,0,14602.6,0,0.650472,0,0,0.547975,0,0.00635485,0,0,0,
3409.00,242.643,0,0,114.915,0,225.872,0,290.137,0,0,0,0,0,0,0,0,0,0,95.1316,0,0,103.297,0,106.056,0,0,0,8.1326e+06,1.01717e+08,1.26107e+07,8.46481e+07,1.71538e+08,1.09772e+08,6.80809e+07,0,4.11633e+08,29932.9,0,0,70786.8,0,155869,0,0,0,81335.3,1.00361e+06,127379,815859,1.69046e+06,1.00051e+06,671258,0,4.2177e+06,314.648,0,0,685.277,0,1469.68,0,0,0,63.0477,0,0,5.63408,0,6.67549,0,14633.1,0,0.698888,0,0,0.560139,0,0.0129081,0,0,0,
3439.00,237.562,0,0,91.0533,0,219.793,0,292.767,0,0,0,0,0,0,0,0,0,0,104.019,0,0,105.941,0,123.167,0,0,0,9.31271e+06,1.01717e+08,1.26107e+07,8.71807e+07,1.71538e+08,1.16538e+08,6.80809e+07,0,4.11633e+08,38662.9,0,0,82878.2,0,226717,0,0,0,93068.6,1.00361e+06,127379,839496,1.69046e+06,1.05616e+06,671258,0,4.2177e+06,371.692,0,0,782.309,0,1840.74,0,0,0,55.9697,0,0,5.54119,0,11.0236,0,14686,0,0.726275,0,0,0.566124,0,0.0227716,0,0,0,
3470.00,238.046,0,0,122.577,0,220.844,0,285.555,0,0,0,0,0,0,0,0,0,0,100.284,0,0,101.793,0,112.409,0,0,0,1.02787e+07,1.01717e+08,1.26107e+07,8.90999e+07,1.71538e+08,1.22002e+08,6.80809e+07,0,4.11633e+08,31320.5,0,0,62689.1,0,175661,0,0,0,102859,1.00361e+06,127379,858755,1.69046e+06,1.10468e+06,671258,0,4.2177e+06,312.318,0,0,615.846,0,1562.69,0,0,0,50.8204,0,0,5.42376,0,14.4674,0,14726,0,0.741644,0,0,0.577719,0,0.0302232,0,0,0,
3500.00,234.101,0,0,96.2804,0,219.418,0,290.254,0,0,0,0,0,0,0,0,0,0,109.055,0,0,106.892,0,113.716,0,0,0,1.14464e+07,1.01717e+08,1.26107e+07,9.14646e+07,1.71538e+08,1.27411e+08,6.80809e+07,0,4.11633e+08,38517.2,0,0,77787.7,0,179901,0,0,0,113541,1.00361e+06,127379,880711,1.69046e+06,1.15224e+06,671258,0,4.2177e+06,353.189,0,0,727.722,0,1582.03,0,0,0,47.4649,0,0,5.37858,0,17.1945,0,14737.7,0,0.742543,0,0,0.579216,0,0.0366002,0,0,0,
3531.00,233.473,0,0,104.31,0,215.988,0,287.189,0,0,0,0,0,0,0,0,0,0,104.239,0,0,106.317,0,120.915,0,0,0,1.25129e+07,1.01717e+08,1.26107e+07,9.36812e+07,1.71538e+08,1.338e+08,6.80809e+07,0,4.11633e+08,34236.4,0,0,71526.6,0,206161,0,0,0,123776,1.00361e+06,127379,901729,1.69046e+06,1.20543e+06,671258,0,4.2177e+06,328.442,0,0,672.767,0,1705,0,0,0,44.4492,0,0,5.27,0,21.3211,0,14791.9,0,0.747816,0,0,0.588994,0,0.0468052,0,0,0,
