TIME,WBHP:A-1H,WBHP:A-2AH,WBHP:A-3H,WBHP:A-5H,WGIR:A-1H,WGIR:A-2AH,WGIR:A-3H,WGIR:A-5H,WGOR:A-1H,WGOR:A-2AH,WGOR:A-3H,WGOR:A-5H,WGPT:A-1H,WGPT:A-2AH,WGPT:A-3H,WGPT:A-5H,WGPR:A-1H,WGPR:A-2AH,WGPR:A-3H,WGPR:A-5H,WOPT:A-1H,WOPT:A-2AH,WOPT:A-3H,WOPT:A-5H,WOPR:A-1H,WOPR:A-2AH,WOPR:A-3H,WOPR:A-5H,WPI1:A-1H,WPI1:A-2AH,WPI1:A-3H,WPI1:A-5H,WWCT:A-1H,WWCT:A-2AH,WWCT:A-3H,WWCT:A-5H,
1096.00,50,50,258.842,62.7005,0,0,0,0,81.1522,149.557,0,0,6.41933e+08,1.54856e+09,0,0,129132,182537,0,0,2.65962e+06,3.08835e+06,0,0,1591.23,1220.52,0,0,767.706,1318.37,0,0,0.000438736,0.00129117,0,0,
1127.00,50,50,258.109,62.6633,0,0,0,0,81.0325,147.794,0,0,6.45928e+08,1.55418e+09,0,0,128712,180003,0,0,2.7089e+06,3.12616e+06,0,0,1588.4,1217.93,0,0,767.799,1319.47,0,0,0.000436649,0.00129003,0,0,
1158.00,50,50,257.385,62.627,0,0,0,0,80.9443,146.48,0,0,6.4991e+08,1.55972e+09,0,0,128229,178162,0,0,2.75807e+06,3.16389e+06,0,0,1584.17,1216.29,0,0,767.871,1320.26,0,0,0.000434361,0.00128905,0,0,
1186.00,50,50,256.74,62.5932,0,0,0,0,80.851,145.972,0,0,6.53493e+08,1.5647e+09,0,0,127760,177045,0,0,2.80236e+06,3.1979e+06,0,0,1580.19,1212.87,0,0,767.948,1320.56,0,0,0.000432126,0.00128873,0,0,
1217.00,50,50,256.034,62.5601,0,0,0,0,80.7495,144.708,0,0,6.57444e+08,1.57015e+09,0,0,127242,174523,0,0,2.85127e+06,3.23539e+06,0,0,1575.77,1206.03,0,0,768.034,1321.57,0,0,0.000429522,0.00128803,0,0,
1247.00,50,50,255.448,62.536,0,0,0,0,80.6419,142.618,0,0,6.61253e+08,1.57533e+09,0,0,126744,171799,0,0,2.89847e+06,3.27154e+06,0,0,1571.69,1204.61,0,0,768.129,1322.89,0,0,0.000426914,0.00128656,0,0,
1250.00,50,50,255.288,62.5351,0,0,0,0,80.6289,142.445,0,0,6.61633e+08,1.57585e+09,0,0,126692,171573,0,0,2.90319e+06,3.27515e+06,0,0,1571.3,1204.48,0,0,768.14,1322.99,0,0,0.000426649,0.00128644,0,0,
1268.00,50,50,254.884,62.5269,0,0,0,0,80.5532,141.202,0,0,6.6391e+08,1.57892e+09,0,0,126399,170089,0,0,2.93144e+06,3.29683e+06,0,0,1569.13,1204.58,0,0,768.205,1323.75,0,0,0.00042505,0.00128562,0,0,
1278.00,50,50,254.661,62.5233,0,0,0,0,80.4978,140.489,0,0,6.65173e+08,1.58061e+09,0,0,126230,169376,0,0,2.94713e+06,3.30888e+06,0,0,1568.12,1205.62,0,0,768.251,1324.14,0,0,0.000424153,0.00128506,0,0,
1308.00,50,50,253.995,62.5201,0,0,0,0,80.2869,138.373,0,0,6.68951e+08,1.58566e+09,0,0,125731,167142,0,0,2.99413e+06,3.3451e+06,0,0,1566.02,1207.9,0,0,768.427,1325.3,0,0,0.000421447,0.00128362,0,0,
1339.00,50,50,253.312,62.526,0,0,0,0,80.0593,135.955,0,0,6.7284e+08,1.59079e+09,0,0,125288,164711,0,0,3.04266e+06,3.3826e+06,0,0,1564.94,1211.52,0,0,768.624,1326.61,0,0,0.000418718,0.00128175,0,0,
1370.00,50,50,252.635,62.5375,0,0,0,0,79.9636,133.466,0,0,6.76717e+08,1.59586e+09,0,0,124878,161995,0,0,3.09112e+06,3.42021e+06,0,0,1561.69,1213.76,0,0,768.726,1328.14,0,0,0.000415975,0.00127974,0,0,
1400.00,50,50,251.985,62.5536,0,0,0,0,79.869,131.238,0,0,6.80456e+08,1.60068e+09,0,0,124444,159984,0,0,3.13791e+06,3.45672e+06,0,0,1558.1,1219.04,0,0,768.827,1329.51,0,0,0.00041322,0.00127768,0,0,
1431.00,50,50,251.399,62.5708,0,0,0,0,79.7369,129.2,0,0,6.84306e+08,1.60561e+09,0,0,123966,158328,0,0,3.18615e+06,3.49462e+06,0,0,1554.68,1225.44,0,0,768.957,1330.71,0,0,0.000410293,0.00127557,0,0,
1461.00,50,50,250.674,62.588,0,0,0,0,79.5828,127.51,0,0,6.88017e+08,1.61033e+09,0,0,123522,157080,0,0,3.23274e+06,3.53149e+06,0,0,1552.12,1231.9,0,0,769.105,1331.67,0,0,0.00040744,0.00127367,0,0,
1492.00,50,50,250.017,62.6059,0,0,0,0,79.4656,126.058,0,0,6.91838e+08,1.61518e+09,0,0,123088,156001,0,0,3.2808e+06,3.56978e+06,0,0,1548.94,1237.53,0,0,769.229,1332.46,0,0,0.000404475,0.00127182,0,0,
1523.00,50,50,249.445,62.6206,0,0,0,0,79.3708,124.977,0,0,6.95646e+08,1.62001e+09,0,0,122661,155274,0,0,3.32876e+06,3.60824e+06,0,0,1545.42,1242.42,0,0,769.339,1332.99,0,0,0.000401466,0.00127021,0,0,
1551.00,50,50,248.785,62.6306,0,0,0,0,79.3047,123.956,0,0,6.99075e+08,1.62434e+09,0,0,122299,154315,0,0,3.37198e+06,3.64307e+06,0,0,1542.14,1244.92,0,0,769.427,1333.59,0,0,0.000398706,0.00126889,0,0,
1582.00,50,50,248.149,62.6415,0,0,0,0,79.261,122.275,0,0,7.0286e+08,1.62909e+09,0,0,121906,152315,0,0,3.41971e+06,3.68168e+06,0,0,1538.03,1245.68,0,0,769.507,1334.79,0,0,0.000395612,0.00126735,0,0,
1612.00,50,50,247.614,62.6538,0,0,0,0,79.1785,120.98,0,0,7.06509e+08,1.63364e+09,0,0,121444,151315,0,0,3.46578e+06,3.71914e+06,0,0,1533.8,1250.74,0,0,769.608,1335.57,0,0,0.00039248,0.00126606,0,0,
1643.00,50,50,246.919,62.6633,0,0,0,0,79.046,119.869,0,0,7.10265e+08,1.63832e+09,0,0,120943,150416,0,0,3.51326e+06,3.758e+06,0,0,1530.03,1254.84,0,0,769.745,1336.25,0,0,0.000389163,0.00126509,0,0,
1673.00,50,50,246.324,62.6685,0,0,0,0,78.9067,118.393,0,0,7.13885e+08,1.6428e+09,0,0,120479,148824,0,0,3.5591e+06,3.79568e+06,0,0,1526.85,1257.03,0,0,769.888,1337.42,0,0,0.000385963,0.00126387,0,0,
