TIME,WBHP:A-1H,WBHP:A-2AH,WBHP:A-3H,WBHP:A-5H,WGIR:A-1H,WGIR:A-2AH,WGIR:A-3H,WGIR:A-5H,WGOR:A-1H,WGOR:A-2AH,WGOR:A-3H,WGOR:A-5H,WGPT:A-1H,WGPT:A-2AH,WGPT:A-3H,WGPT:A-5H,WGPR:A-1H,WGPR:A-2AH,WGPR:A-3H,WGPR:A-5H,WOPT:A-1H,WOPT:A-2AH,WOPT:A-3H,WOPT:A-5H,WOPR:A-1H,WOPR:A-2AH,WOPR:A-3H,WOPR:A-5H,WPI1:A-1H,WPI1:A-2AH,WPI1:A-3H,WPI1:A-5H,WWCT:A-1H,WWCT:A-2AH,WWCT:A-3H,WWCT:A-5H,
453.00,50,50,277.811,61.6161,0,0,0,0,91.7417,571.34,0,0,5.38278e+08,1.42985e+09,0,0,140749,343471,0,0,1.62196e+06,2.42655e+06,0,0,1534.19,601.167,0,0,904.569,1307.57,0,0,0.000513743,0.00160628,0,0,
456.00,50,50,277.696,61.616,0,0,0,0,91.639,622.561,0,0,5.387e+08,1.43088e+09,0,0,140681,343678,0,0,1.62657e+06,2.4282e+06,0,0,1535.16,552.039,0,0,904.654,1307.1,0,0,0.00051189,0.00160717,0,0,
486.00,50,50,276.567,61.6711,0,0,0,0,90.3833,472.522,0,0,5.42906e+08,1.44043e+09,0,0,139796,307823,0,0,1.67279e+06,2.44668e+06,0,0,1546.7,651.447,0,0,905.713,1349.34,0,0,0.000495302,0.00154281,0,0,
487.00,50,50,276.53,61.6685,0,0,0,0,90.329,453.686,0,0,5.43046e+08,1.44073e+09,0,0,139756,301531,0,0,1.67434e+06,2.44735e+06,0,0,1547.19,664.624,0,0,905.73,1348.81,0,0,0.000494738,0.00155146,0,0,
513.00,50,50,275.58,61.7517,0,0,0,0,89.4489,374.65,0,0,5.46672e+08,1.44819e+09,0,0,139304,274185,0,0,1.71474e+06,2.46537e+06,0,0,1557.36,731.842,0,0,906.505,1363.6,0,0,0.00048274,0.0015336,0,0,
517.00,50,50,275.435,61.7694,0,0,0,0,89.3607,387.756,0,0,5.47229e+08,1.44927e+09,0,0,139239,270872,0,0,1.72098e+06,2.46816e+06,0,0,1558.17,698.564,0,0,906.586,1356.2,0,0,0.00048107,0.00153004,0,0,
548.00,50,50,274.334,61.9337,0,0,0,0,88.4403,307.257,0,0,5.51534e+08,1.45725e+09,0,0,138604,247044,0,0,1.76943e+06,2.49179e+06,0,0,1567.21,804.031,0,0,907.348,1367.54,0,0,0.000469507,0.00150127,0,0,
578.00,50,50,273.296,62.1562,0,0,0,0,87.4776,258.505,0,0,5.55682e+08,1.46431e+09,0,0,138065,227507,0,0,1.81666e+06,2.51721e+06,0,0,1578.29,880.087,0,0,908.115,1373.76,0,0,0.000460389,0.00147466,0,0,
609.00,50,50,272.255,62.3669,0,0,0,0,86.6745,223.707,0,0,5.59952e+08,1.47113e+09,0,0,137464,216048,0,0,1.86571e+06,2.54609e+06,0,0,1585.98,965.762,0,0,908.727,1377.68,0,0,0.000452785,0.0014475,0,0,
624.00,50,50,271.76,62.444,0,0,0,0,86.1933,213.278,0,0,5.62011e+08,1.47434e+09,0,0,137180,213142,0,0,1.88956e+06,2.56092e+06,0,0,1591.53,999.359,0,0,909.087,1378.55,0,0,0.000449817,0.00143676,0,0,
625.00,50,50,271.727,62.4466,0,0,0,0,86.164,212.542,0,0,5.62148e+08,1.47455e+09,0,0,137161,212843,0,0,1.89115e+06,2.56192e+06,0,0,1591.86,1001.42,0,0,909.096,1378.71,0,0,0.000449625,0.00143594,0,0,
640.00,50,50,271.235,62.5185,0,0,0,0,85.7615,204.064,0,0,5.64204e+08,1.47773e+09,0,0,136957,210681,0,0,1.91508e+06,2.57724e+06,0,0,1596.95,1032.43,0,0,909.399,1380.05,0,0,0.00044741,0.00142515,0,0,
647.00,50,50,271.008,62.5497,0,0,0,0,85.6138,201.041,0,0,5.65162e+08,1.4792e+09,0,0,136874,210013,0,0,1.92627e+06,2.58454e+06,0,0,1598.74,1044.63,0,0,909.507,1380.47,0,0,0.000446543,0.00142069,0,0,
670.00,50,50,270.271,62.638,0,0,0,0,85.1647,193.516,0,0,5.68306e+08,1.48401e+09,0,0,136539,208664,0,0,1.9631e+06,2.60905e+06,0,0,1603.23,1078.28,0,0,909.817,1381.67,0,0,0.000444338,0.00140758,0,0,
677.00,50,50,270.051,62.6615,0,0,0,0,85.033,191.709,0,0,5.69261e+08,1.48547e+09,0,0,136433,208432,0,0,1.97433e+06,2.61664e+06,0,0,1604.47,1087.23,0,0,909.903,1382.05,0,0,0.000443818,0.00140382,0,0,
701.00,50,50,269.305,62.7259,0,0,0,0,84.7022,186.823,0,0,5.7253e+08,1.49046e+09,0,0,136068,207589,0,0,2.01287e+06,2.64309e+06,0,0,1606.42,1111.16,0,0,910.106,1383.38,0,0,0.000442543,0.00139187,0,0,
